PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50_Mean_Qualifier,IC50_Mean,IC50_Qualifier_1,IC50_1,Std.Err(IC50)_1,nH_1,Excluded_Points_first_point,% Activity at 100 uM_first_point,% Activity at 50 uM_first_point,% Activity at 25 uM_first_point,% Activity at 12.5 uM_first_point,% Activity at 6.25 uM_first_point,% Activity at 3.125 uM_first_point,IC50_Qualifier_2,IC50_2,Std.Err(IC50)_2,nH_2,Excluded_Points_second_point,% Activity at 100 uM_second_point,% Activity at 50 uM_second_point,% Activity at 25 uM_second_point,% Activity at 12.5 uM_second_point,% Activity at 6.25 uM_second_point,% Activity at 3.125 uM_second_point
447,124753266,53299478,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C(=O)OC)CC4=CC(=CC=C4)F,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",9.40933,5.17045,-3.91187,3.49133,-10.5314,12.9556,>,100,,,"0,0,0,0,0,0",-0.893627,1.2238,5.02437,0.586605,2.10606,-8.47123
448,865214,666464,CC1(C(N(C(=O)N1C)C2=CC=CC=C2)NC3=NN=CS3)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",13.5963,-1.77069,-1.49483,5.91822,2.63339,2.58412,>,100,,,"0,0,0,0,0,0",1.75452,1.71507,1.49808,9.02543,5.37124,8.85974
449,846222,648603,CCOC(=O)C(C)C1(C2=C(C3=CC=CC=C31)N=CC=C2)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-0.578537,1.25403,6.47489,-3.71164,9.07694,-21.6235,>,100,,,"0,0,0,0,0,0",7.39017,7.26886,7.69198,2.35615,-0.0405304,-8.99603
450,4241450,3236423,C1=CN2C=C(N=C2N=C1)C3=CC=C(C=C3)Br,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",9.32029,21.4813,11.1036,9.54887,4.17728,9.29764,>,100,,,"0,0,0,0,0,0",10.1892,13.8247,9.51563,4.89782,8.01844,2.02082
451,3711260,2085057,C1CCC(C1)CCC(=O)OCC(=O)NC2=NC=C(C=C2)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-1.51453,-3.93824,-4.84467,-4.10574,-6.24374,-1.74113,>,100,,,"0,0,0,0,0,0",6.66032,-0.918325,2.21807,-1.4016,8.86171,-5.98785
452,4252219,3245800,CSC1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,Active,51,,,=,23.9,=,15.13,2.39,1.399,"0,0,0,0,0,0",96.389,90.3228,67.8659,33.4787,22.4113,23.5434,=,32.697,10.6,0.568,"0,0,0,0,0,0",71.7277,50.5452,36.5843,49.8706,24.1985,20.9319
453,4250139,3243993,CC(=O)C1=CC(=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)N(C(=O)O3)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-8.01719,11.9312,-0.361778,0.0815863,-5.96786,2.95852,>,100,,,"0,0,0,0,0,0",1.21206,7.09329,2.77039,5.82493,-1.13531,-0.0898459
454,26668469,2982047,CCC(=O)C1=CC=C(C=C1)OCC(CN2CCN(CC2)S(=O)(=O)N3CCCCC3)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-6.65754,6.02955,-2.8052,-5.04173,-3.24857,-5.58362,>,100,,,"0,0,0,0,0,0",-10.7319,-4.96211,2.01095,10.2386,0.945762,-7.68426
455,860861,662138,COC1=CC=CC=C1NC(=O)CSC2=NN=C(O2)C3=CC=NC=C3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-12.1651,-11.4754,0.603765,-11.2981,1.47079,-1.47511,>,100,,,"0,0,0,0,0,0",-1.49037,-0.296966,-1.9342,-3.89692,-6.20483,6.33089
456,7976494,767169,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)NCCC(=O)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",9.50946,8.87397,4.82951,-2.83476,3.4344,-3.87913,>,100,,,"0,0,0,0,0,0",2.98738,5.41759,-0.819693,1.26137,5.43041,11.0868
457,4258470,2196534,C1=COC(=C1)C(=O)/C=C/NC2=CC(=C(C=C2)F)Cl,Active,53,,,=,25.2,=,24.39,5.75,1.111,"0,0,0,0,0,0",72.0927,67.196,68.3182,25.9651,8.76756,12.0022,=,26.09,7.34,1.26,"0,0,0,0,0,0",69.5244,70.1743,69.553,12.3837,14.0535,3.73795
458,850063,251365,C1=CC=C2C(=C1)C=CC(=N2)C3=CC=CS3,Active,52,,,=,35.1,=,31.274,2.78,1.291,"0,0,0,0,0,0",75.2849,68.5684,46.6288,20.094,8.0907,5.91526,=,39.008,1.05,1.124,"0,0,0,1,0,0",74.8158,57.3575,36.2371,,12.2486,6.44234
459,4257551,1242818,C1=CC=C2C(=C1)N=C(S2)S/C(=C/C3=CC=CO3)/C#N,Inactive,41,,,>,100,>,100,,,"0,1,0,0,0,0",24.0331,,15.9964,13.0928,2.44619,3.19498,>,100,,,"0,0,0,0,0,0",20.5354,23.1284,22.6185,11.7358,1.99123,3.51208
460,859872,661176,COC1=C(C=C(C=C1)C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)CS5)OC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",21.5483,26.846,13.3204,11.6002,4.74084,2.62353,>,100,,,"0,0,0,0,0,0",11.3521,11.1361,7.37044,9.27102,-0.267374,-1.89475
461,863861,665114,CC1=CC2=NC3=C(C=C2C=C1)C(=NN3C)NC(=O)C4=CN=CC=C4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",11.4711,1.97327,0.111137,13.3983,4.48566,0.160401,>,100,,,"1,0,0,0,0,0",,7.57756,0.413167,11.8235,2.55341,0.4033
462,3716696,969075,COC1=C(C=C(C=C1)NC(=O)C2=CC3=C(C=C2)OCO3)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",1.82548,1.29344,1.83533,-4.17471,-11.5542,-5.16981,>,100,,,"0,0,0,0,0,0",-14.9927,0.0679676,-3.6898,0.373709,-4.76485,-8.61137
463,846525,648917,CC1=CC(=C2C=C(C(=NC2=C1)SCC(=O)OC)C#N)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",6.73499,-11.8794,-3.87913,4.89651,7.04633,-2.58845,>,100,,,"0,0,0,0,0,0",-1.23393,5.09409,-5.54402,-6.97414,4.10089,6.73626
464,7974559,3735724,CC(C(=O)NC1=CC(=CC=C1)OC)OC2=CC=CC=C2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",5.92807,4.91622,-4.62793,-4.5294,2.93882,-5.58362,>,100,,,"0,0,0,0,0,0",-6.12593,4.47371,-2.28926,-2.7035,-0.494218,0.511798
465,4263510,873063,C1=CSC(=C1)C2=NC(=NO2)CC3=CC=C(C=C3)Cl,Active,58,,,=,4.34,=,4.418,1.82,0.969,"0,0,0,0,0,0",83.7003,79.9869,89.3961,82.1035,74.4519,29.6201,=,4.253,1.39,1.199,"0,0,0,0,0,0",81.0762,77.3983,84.4418,86.769,67.4817,28.7081
466,4261533,1320167,C1CN(CCN1C2=CC=CC(=C2)C(F)(F)F)C(=O)C3=CC(=CC=C3)F,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-6.5196,2.26885,-0.824846,-3.31754,-8.0369,7.34486,>,100,,,"0,0,0,0,0,0",5.50538,-4.15335,0.54138,-3.5024,3.03669,-5.13964
467,4263931,979227,CC(C)OC1=CC=CC(=C1)C(=O)NC2=CC=C(C=C2)CN3CCOCC3,Active,53,,,=,31.1,=,31.627,4.38,0.976,"0,0,0,0,0,0",82.0532,65.8948,44.1324,19.5018,16.6218,7.1791,=,30.53,2.04,1.258,"0,0,0,0,0,0",77.6574,64.5033,37.1103,25.6193,25.8262,8.70747
468,4265510,1244756,C1CN(CCC1C(=O)N)C2=C(N=C(O2)C3=CC=CC=C3F)S(=O)(=O)C4=CC=C(C=C4)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-5.1501,-4.23383,-11.771,-5.28804,-16.3032,-2.51948,>,100,,,"0,0,0,0,0,0",6.86053,6.54098,-6.11607,-13.2667,-6.28373,2.17862
469,3714176,2998692,CCOC(=O)C1=CC(=NC2=C1C(=NN2C3=CC=CC=C3)C)C4=CC=CO4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",7.75966,13.7451,11.0189,-6.00727,-11.5739,-8.42114,>,100,,,"0,0,0,0,0,0",1.72493,11.1085,-4.82403,3.26354,1.64603,-4.51828
470,3716000,2999433,CC(C)CC(C(=O)NCC1=CC=CC=N1)N2C(=O)C3=CC=CC=C3C2=O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",6.69262,-1.50467,0.781116,3.11616,-1.16969,-6.99253,>,100,,,"0,0,0,0,0,0",-23.741,-6.56976,6.2155,0.738642,4.62955,6.81615
471,3716158,1219876,COC1=C(C=C(C=C1)C2=NN=C(O2)C3=CC=C(O3)Br)OC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",7.27195,-0.972637,-8.15513,-7.2684,9.06511,6.66011,>,100,,,"0,0,0,0,0,0",-7.03331,-4.32102,-0.96764,4.32775,0.926037,-3.10789
472,4264269,888395,C1=CN=CC=C1C2=NOC(=N2)C3=CC=C(O3)Br,Inactive,41,,,=,86.1,=,84.246,80.5,0.433,"0,0,0,0,0,0",36.7655,48.4525,58.3198,34.5073,15.2032,10.9864,=,88.038,65.3,0.412,"0,0,0,0,0,0",44.0308,41.5493,54.1609,34.7962,15.8239,16.8812
473,3717003,746912,COC1=CC=C(C=C1)C(=O)NC2=NC(=CS2)C3=CC=CS3,Inactive,41,,,=,57.1,=,56.839,10.1,1.126,"0,0,0,0,0,0",61.5741,48.3767,31.3515,21.1926,-5.94816,3.18513,=,57.376,6.96,1.246,"0,0,0,0,0,0",64.2546,45.3366,31.6203,14.2074,-0.582983,-4.85362
474,4264155,2222075,CSC1=NSC(=N1)SCC2=CC=C(C=C2)F,Active,53,,,=,18.9,=,15.461,0.644,0.761,"1,0,0,0,0,0",,70.269,59.8677,46.8091,31.3702,23.9158,=,22.297,10,0.896,"1,0,0,0,0,0",,80.8479,28.7413,46.7756,32.4399,8.69207
475,843626,645924,C1COCCN1CCNC2=C3C(=NC=N2)N(N=N3)CC4=CC=CC=C4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",0.170257,-2.15494,-5.08114,-3.28798,4.49354,-0.381482,>,100,,,"0,0,0,0,0,0",6.33484,-1.07613,8.49777,10.9881,8.79465,21.2682
476,3717137,6602852,CC1=C(C=CC(=C1)OCC(CN2CCN(CC2)C)O)C(C)C.Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",5.9596,-6.26344,-13.7809,-5.80037,-12.5789,-14.313,>,100,,,"0,0,0,0,0,0",3.68074,-8.25632,-1.48051,-15.8113,-1.6975,4.67788
477,3716722,2547173,CCN(CC)S(=O)(=O)C1=CC=CC(=C1)C2=NN=C(O2)SCC(=O)C3=C(N(C(=C3)C)C4CC4)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-10.3917,-7.62309,4.52113,11.0189,0.268785,-0.548976,>,100,,,"0,0,0,0,0,0",5.2519,9.83814,-2.0131,0.117274,-8.74945,-9.82451
478,3716388,2078591,C1CCN(CC1)C(=O)COC2=NC=NC3=C2C=C(C=C3Cl)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-1.47511,-1.43571,7.13796,-0.539129,-2.19435,2.84029,>,100,,,"0,0,0,0,0,0",9.10434,8.50862,4.97081,-0.020806,7.10316,-9.29191
479,24840520,3000185,CC1=C(SC(=C1C(=O)OC)NC(=O)CN2CCN(CC2)CC3=CC4=C(C=C3)OCO4)C.C(=O)(C(=O)O)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",12.0652,9.9006,20.6714,21.5364,-2.38154,2.95852,>,100,,,"0,0,0,0,0,0",14.5911,10.283,8.31235,10.0078,7.34381,3.69849
480,7973212,1111054,C1CC2=CC=CC=C2N(C1)C(=O)C3=C4N=C(C=C(N4N=C3)C(F)(F)F)C5=CC=CO5,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-3.3471,-3.13034,-7.8891,-1.98744,0.120994,6.38128,>,100,,,"0,0,0,0,0,0",3.81488,7.72058,-16.6989,-4.06459,3.12546,12.1579
481,7974175,867086,CCC1=CC=C(C=C1)C2=NC(=NO2)C3=CC=NC=C3,Active,49,,,=,10.4,=,9.136,1.08,1.553,"0,0,0,0,0,0",97.3565,96.7752,90.1652,51.2438,40.074,17.6358,=,11.75,0.582,2.401,"0,0,0,0,0,0",95.8898,97.171,83.2032,55.7913,18.3439,-1.68763
482,4265460,1017560,CN1C2=C(C(=O)N(C1=O)C)N=CN2CC(=O)NC3=CC=C4CCC5=C4C3=CC=C5,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",5.67486,11.8987,13.3884,3.19498,-4.60822,0.899338,>,100,,,"0,0,0,0,0,0",4.94911,7.11401,14.453,-5.23827,-3.99555,4.10485
483,7973664,699625,C1=CSC(=C1)C2=NC(=NO2)C3=CC=NC=C3,Active,50,,,=,22.2,=,20.861,2.2,1.994,"0,0,0,0,0,0",93.2057,83.7798,64.2156,19.2753,10.3469,13.1746,=,23.489,2.38,1.464,"0,0,0,0,0,0",83.4054,80.199,54.3868,21.4862,15.1039,9.77501
484,7974299,2873602,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=C(C=C2)OC(=O)C3=CC=CO3)C(=O)OC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",15.9008,-6.97283,8.77939,-13.2883,-10.6872,0.0914334,>,100,,,"0,0,0,0,0,0",17.3517,-1.27339,-2.21036,2.83943,9.50083,-3.39391
485,87347013,666567,C1=COC(=C1)C2=NC3=C(C=C2)C(=C(S3)C(=O)NC4=CC=C(C=C4)F)N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",23.1917,15.1333,17.2496,12.8386,12.8761,3.0669,>,100,,,"0,0,0,0,0,0",29.9643,23.7221,24.7528,10.8234,4.37804,4.2084
486,4262964,847927,C1CN(CCN1C2=CC=CC=N2)C3=NC(=CS3)C4=CC=CC=C4,Active,50,,,=,26.5,=,21.546,4.03,0.62,"0,0,0,0,0,0",66.8492,60.5583,58.6204,47.3638,31.1712,16.0446,=,31.477,12.6,0.598,"1,0,1,0,0,0",,52.8679,,44.9303,27.7363,13.8356
487,3713404,2430772,CC(C)NC(=O)CN(C)S(=O)(=O)C1=CC=C(C=C1)F,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",1.08654,4.3359,13.4682,1.3033,0.672732,-7.18957,>,100,,,"0,0,0,0,0,0",13.9736,-11.9352,10.2593,-4.02513,-5.81032,-8.29576
488,846898,649291,C1=CC=NC(=C1)NC2=NC(=CS2)C3=CC=CS3,Active,50,,,=,15.6,=,14.114,1.26,1.823,"0,0,0,0,0,0",91.3652,89.6154,79.0239,42.1223,14.753,13.5746,=,17.022,2.31,1.72,"0,0,0,0,0,0",91.5502,81.7563,76.454,28.7039,14.0121,14.3119
489,865841,667101,CC1=C(C(N2C(=NC=N2)N1)C3=CC=CC=C3OC)C(=O)NCC4=CC=CC=C4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-5.75111,2.72206,8.36953,4.75267,14.1441,-1.26821,>,100,,,"0,0,0,0,0,0",-14.7658,11.0493,0.00878518,3.43712,10.57,-6.97414
490,3716739,2999733,CCCCN1C=CN=C1C(=O)C2=CC(=CC=C2)S(=O)(=O)N3C(CC4=CC=CC=C43)C,Inactive,41,,,>,100,>,100,,,"1,0,1,0,1,0",,-2.08597,,-4.24367,,3.70337,>,100,,,"0,1,0,0,0,0",4.72818,,-2.95994,0.600562,-5.10019,-14.0162
491,842687,644958,C1=CSC(=C1)C2=NC=C(O2)C3=CC=C(C=C3)Br,Active,52,,,=,19.7,=,20.608,3.63,1.567,"0,0,0,0,0,0",95.3701,95.8346,45.6404,23.9963,38.3853,10.139,=,18.731,5.38,1.359,"0,0,0,0,0,0",95.858,91.9524,46.615,26.4509,23.5907,12.8367
492,852640,655277,CC1=NN2C(NC3=CC=CC=C3C2=C1)C4=CC=C(C=C4)SC,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",19.1738,0.170257,12.947,7.03943,4.42064,-1.96774,>,100,,,"0,0,0,0,0,0",17.7462,17.6801,11.0079,11.0237,-1.20435,8.23838
493,4263332,2214576,C1=CSC(=C1)C2=CSC(=N2)NC3=NC=C(C=C3)Cl,Active,48,,,=,13.6,=,15.898,1.65,2.22,"0,0,0,0,0,0",88.6031,86.7183,91.8135,51.5808,21.9074,13.0682,=,11.291,1.45,1.887,"0,0,0,0,0,0",88.3247,90.8903,80.0781,30.0874,15.8939,5.42657
494,4249175,707391,C1=COC(=C1)C2=NN=C(O2)C3=CC=C(C=C3)Cl,Active,54,,,=,17.2,=,19.818,3.36,1.067,"0,0,0,0,0,0",80.5856,87.5439,64.9322,51.6913,23.374,6.95719,=,14.483,2.02,1.274,"0,0,0,0,0,0",79.1668,69.467,68.5152,30.92,25.7267,7.31826
495,4241198,2335574,CCOC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCOCC4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",12.2554,1.26389,4.69355,0.0421697,4.47483,7.84734,>,100,,,"0,0,0,0,0,0",9.67638,10.5266,15.6089,-0.0109391,-1.38188,8.30348
496,4241600,3236555,C1CC(=O)N(C1)CCCNC(=O)CCN2C(=O)C3=CC=CC=C3NC2=S,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",11.6632,11.0356,7.45324,0.633325,-6.62799,2.96837,>,100,,,"0,0,0,0,0,0",-3.02898,6.29441,0.0186521,-8.6311,-8.61137,-0.869009
497,4242748,3237564,C1=CC=C(C=C1)CCC2=NC(=NO2)C3=CC=C(C=C3)NC(=O)C4=CC=CO4,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",37.7625,36.796,3.47775,23.4419,6.98229,-3.26827,>,100,,,"0,0,0,0,0,0",35.0644,23.9914,22.079,14.2616,-3.61089,6.33287
498,26724880,3245986,C1CN(CCN1CC(=O)NC2=CC3=C(C=C2)OCO3)S(=O)(=O)C4=CC=C(C=C4)Br,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",1.48064,-4.02692,-5.8792,3.88367,11.5489,-3.49488,>,100,,,"0,0,0,0,0,0",5.76378,8.05098,0.206047,-3.24597,1.07397,2.73094
499,4249508,3243453,CCC1=CC=C(C=C1)N2C(=O)C3=C(NN=C3)N=C2SCC(=O)NC4=NNC(=C4)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-12.973,3.53785,-10.5394,1.04713,4.56842,-0.529273,>,100,,,"0,0,0,0,0,0",-2.41749,5.388,-10.3473,-3.01912,7.51148,-7.21085
500,4248754,2927162,C1=CC=C(C=C1)C2=NOC(=N2)CSC3=NC4=CC=CC=C4O3,Inactive,41,,,=,75.75,=,51.493,24.6,0.627,"0,0,0,0,0,0",36.2983,45.5881,44.4273,26.2845,13.0446,2.51396,>,100,,,"0,0,0,0,0,0",46.081,70.7242,34.9792,27.0479,17.6279,14.9372
501,3716754,2343155,CSC(=NCCCN1CCOCC1)NS(=O)(=O)C2=CC=CS2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",0.7417,8.99713,9.02768,-0.608097,-0.184436,0.455983,>,100,,,"0,0,0,0,0,0",4.56544,-2.02297,13.7478,8.36265,-2.74296,-0.494218
502,847704,650113,CC(=O)NC1=C(C=CC(=C1)C(F)(F)F)OCC2CCCO2,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",2.86985,3.56839,4.73888,8.9055,7.64438,4.07579,>,100,,,"0,0,0,0,0,0",6.77867,-2.44707,-1.66791,4.79821,4.22912,-0.59285
503,4249406,3243363,CN(C1=CC=CC=C1)C2=NC3=C(C(=O)S2)SC=C3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",14.8623,13.2781,2.18017,12.3312,-4.5491,2.17032,>,100,,,"0,0,0,0,0,0",9.992,5.59315,14.3484,-2.39775,4.52698,12.0247
504,4245035,3239557,COC(=O)C1=CC(=NN1)C2=CC=C(C=C2)Br,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",8.05523,-4.06633,-2.61801,14.5727,9.20699,-6.00727,>,100,,,"0,0,0,0,0,0",9.10632,7.19784,3.70934,5.18483,-8.47329,-3.00926
505,87338360,649581,C1OC2=C(O1)C=C(C=C2)C3=C(OC(=C3C#N)N)C4=CC5=C(C=C4)OCO5,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",12.5362,15.7678,0.958458,6.97343,-4.28309,-5.46539,>,100,,,"0,0,0,0,0,0",5.59513,6.17999,2.74081,-0.227926,9.3371,-0.336414
506,7970836,5310319,CC1=CSC2=NC(=CN12)CNS(=O)(=O)C3=CC4=C(CCCC4)C=C3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",3.86298,-2.64757,-0.499713,7.19609,5.46598,-12.0863,>,100,,,"0,0,0,0,0,0",4.27646,4.57826,-3.62076,10.6814,-2.77254,-6.46127
507,7969905,4349596,CC1=CC2=CC=CC=C2N1CCNC(=O)C3=CC=CS3,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",28.0243,15.02,24.8124,9.33408,1.3033,5.81969,>,100,,,"0,0,0,0,0,0",23.7931,11.2268,7.23137,5.60597,9.36176,12.8335
508,7970391,3651965,CC1CN(CC(O1)C)C(C2=CC(=CC=C2)OC)C3=C(N4C(=NC=N4)S3)O,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",1.93386,0.111137,6.75272,-1.61305,-3.14019,0.603765,>,100,,,"0,0,0,0,0,0",-8.73959,0.876722,4.18868,-2.66406,3.48052,11.288
509,7968736,711992,C1=CC(=C(C=C1Cl)Cl)C2=NN=C(O2)SCC3=NOC=C3,Inactive,41,,,=,60.2,=,58.611,13.5,0.671,"0,0,0,0,0,0",64.3417,39.8907,39.8976,19.9029,22.1345,14.8712,=,61.864,10.3,0.756,"0,0,0,0,0,0",63.7832,38.5283,33.8809,25.891,17.5401,6.81023
510,14746132,1375745,C1CN(CCN1CC2=CC=C(O2)C3=CC=CC=C3Cl)C4=CC=CC=C4,Inactive,41,,,>,100,>,100,,,"1,1,1,0,0,0",,,,-4.08603,2.7122,-0.0465013,>,100,,,"0,1,0,0,0,0",-8.22672,,5.23611,9.30357,6.8339,1.77424
511,14746802,918318,C1=CC=NC(=C1)C2=NNC(=N2)COC3=CC=C(C=C3)Br,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",2.54472,0.869787,-22.4413,0.554501,0.613622,-8.57879,>,100,,,"0,0,0,0,0,0",-21.1274,-0.859152,-3.67993,-3.55172,-1.79612,-2.812
512,14729652,3743953,C1=CC(=C(C=C1Cl)Cl)C2=NOC3=C2N=CC(=C3)C(F)(F)F,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",46.7313,39.3803,20.2458,20.8832,21.1571,17.2319,>,100,,,"0,0,0,0,0,0",49.9298,32.3591,30.1793,18.4297,8.75815,11.8896
513,14739933,2765871,CCOC(=O)C(CSCC(=O)C1=C(C=C(C=C1)Cl)Cl)NC(=O)OC(C)(C)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-19.1111,-3.32739,-13.0321,-11.7513,0.938755,-4.69689,>,100,,,"0,0,0,0,0,0",-5.75114,1.52767,-16.4228,3.26354,-7.46728,0.561104
514,14730306,1488442,C1=CC(=CN=C1)C2=NC(=CS2)C3=C(C=CS3)Cl,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",5.58225,4.32014,8.05523,4.73493,7.20102,-1.28791,>,100,,,"0,0,0,0,0,0",14.2429,16.8181,5.2302,4.23405,0.127141,-6.48099
515,14735943,801259,C1=CC=C(C=C1)C(=O)NC2=NC(=CS2)C3=CC=C(S3)Cl,Inactive,41,,,=,68.3,>,100,,,"0,0,0,0,0,0",46.9865,36.7773,40.3173,37.802,30.386,10.4612,=,68.338,32.1,0.39,"0,0,0,0,0,0",52.5277,43.007,41.6459,41.4112,33.7675,12.8157
516,14742578,1950986,CCN1C2=C(C=C(C=C2)NC(=O)CSC3=NN=C(N3N)C4=CC(=C(C=C4)OC)OC)C5=CC=CC=C51,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-4.65748,-11.4656,-3.99736,-8.6379,-1.5835,-6.97283,>,100,,,"0,0,0,0,0,0",-6.92482,-6.60921,-8.6311,10.7071,-0.671756,-5.04101
517,14744820,4348362,CCCCSC1=C(C=C(C(=O)N1)C(=O)OCC)C#N,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",-1.14013,29.7879,-1.92833,-12.9336,-1.5835,5.67191,>,100,,,"0,0,0,0,0,0",6.3516,0.728775,-3.38405,6.87927,1.02466,-3.35446
518,14745166,3261919,CC1=C(SC(=C1C(C2=CN=CC=C2)N3CCCC3)NC(=O)C4=CC=CO4)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",5.9064,7.57738,14.8929,0.278632,-12.2439,-0.736175,>,100,,,"0,0,0,0,0,0",19.8983,-3.98568,-0.819693,6.7836,-2.35831,-3.1572
519,14724006,459117,C1=CC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)N,Inactive,41,,,=,55.9,=,63.513,36.2,0.796,"0,0,0,0,0,0",55.2922,46.6583,62.2801,20.2267,3.55548,-0.957773,=,48.201,20.6,0.867,"0,0,0,0,0,0",39.7015,59.0105,46.1145,28.1258,-0.56868,-7.65265
520,14733605,2949443,CC1=CC(=C(C=C1)OCCCCN2C=NC3=CC=CC=C32)C.C(=O)(C(=O)O)O,Inactive,41,,,>,100,>,100,,,"0,1,0,0,0,0",-6.91371,,7.40102,3.3408,-3.3668,-11.3966,>,100,,,"0,1,0,0,0,0",-2.7331,,-6.33305,-3.36432,0.137008,-3.70952
521,14731991,2184843,C1=CN=C(N=C1)SCCOC2=CC=C(C=C2)Cl,Active,45,,,=,43.9,=,40.218,1.35,2.405,"0,0,0,0,0,0",93.3456,60.511,24.8626,7.88281,-0.706615,0.938755,=,47.495,4.51,2.283,"0,0,0,0,0,0",90.6438,45.6493,26.826,0.107416,-1.78626,3.87306
522,14734262,1369605,CC1=C(C=C(C=C1)C2=NC3=C(O2)N=CC=C3)NC(=O)COC4=CC=C(C=C4)C(C)(C)C,Inactive,41,,,>,100,>,100,,,"0,0,0,0,0,0",0.909195,1.1555,-5.22893,9.27891,12.7677,-4.37176,>,100,,,"0,0,0,0,0,0",6.92859,1.14301,4.0003,-2.43721,3.51208,-8.99603
523,14732133,986188,CC(C)OC(=O)CSC1=NN=C(S1)SCC2=CC=CC3=CC=CC=C32,Inactive,41,,,>,100,>,100,,,"0,1,1,0,0,0",-1.71157,,,4.65808,-3.7412,-7.69206,>,100,,,"1,1,1,0,0,0",,,,6.68202,-5.35662,-0.139161
