PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50_Qualifier,IC50,Std.Err(IC50),nH,Excluded_Points_first_point,% Activity at 20 uM_first_point,% Activity at 10 uM_first_point,% Activity at 5 uM_first_point,% Activity at 2.5 uM_first_point,% Activity at 1.25 uM_first_point,% Activity at 0.625 uM_first_point,% Activity at 0.3125 uM_first_point,% Activity at 0.15625 uM_first_point,% Activity at 0.078125 uM_first_point,% Activity at 0.0390625 uM_first_point,Excluded_Points_second_point,% Activity at 20 uM_second_point,% Activity at 10 uM_second_point,% Activity at 5 uM_second_point,% Activity at 2.5 uM_second_point,% Activity at 1.25 uM_second_point,% Activity at 0.625 uM_second_point,% Activity at 0.3125 uM_second_point,% Activity at 0.15625 uM_second_point,% Activity at 0.078125 uM_second_point,% Activity at 0.0390625 uM_second_point,Excluded_Points_third_point,% Activity at 20 uM_third_point,% Activity at 10 uM_third_point,% Activity at 5 uM_third_point,% Activity at 2.5 uM_third_point,% Activity at 1.25 uM_third_point,% Activity at 0.625 uM_third_point,% Activity at 0.3125 uM_third_point,% Activity at 0.15625 uM_third_point,% Activity at 0.078125 uM_third_point,% Activity at 0.0390625 uM_third_point
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"This qualifier is to be used with the next TID, IC50_1_Range1. If qualifier is =, the IC50 result equals the value in that column. If the qualifier is >, the IC50 result is greater than that value. If the qualifier is <, the IC50 result is smaller than that value",IC50 value determined using sigmoidal dose response equation,Standard Error of IC50 value,Hill coefficient determined using sigmoidal dose response equation,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration
RESULT_UNIT,,,,,,,,NONE,MICROMOLAR,MICROMOLAR,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,14743433,943399,COC1=CC=C(C=C1)C2=NC(=NC(=C2)C#N)N3CCNCC3,Active,44,,,=,15.503,0.594,3.409,"0,0,0,0,0,0,0,0,0,0",69.2872,14.9779,3.02385,-3.32795,-8.1721,-8.00506,-10.8619,-6.10338,2.44992,-1.72608,"0,0,0,0,0,0,0,0,0,0",75.155,11.5857,9.49985,1.70466,-6.02628,-8.68607,-8.4505,-7.15273,-3.17804,-0.672442,"0,0,0,0,0,0,0,0,0,0",68.0923,24.9446,7.10562,1.24637,-8.72462,-5.76073,-6.61306,-4.88698,-1.81602,-0.526818
548,14741052,1833108,CN(C)CCNC1=C(N=C(O1)COC2=C(C=C(C=C2)Cl)Cl)C#N,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",35.5024,19.2909,10.0952,0.779519,-7.98364,-5.31101,-3.06668,-2.9596,2.41565,9.40991,"0,0,0,0,0,0,0,0,0,0",37.1,19.8863,3.64918,-2.63409,-5.20393,-2.68977,-3.25513,-7.27266,1.71323,3.44787,"0,0,0,0,0,0,0,0,0,0",35.6865,18.5842,7.79519,3.01957,-10.5278,-1.82031,4.05607,0.171323,-1.22496,7.72666
549,17416160,9568230,C1=CC=C(C=C1)COC2=CC=C(C=C2)/C=N/N=C(N)N,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",22.8073,20.0405,1.88883,4.77562,0.0257,6.45459,1.61044,10.395,12.0783,16.0615,"0,0,0,0,0,0,0,0,0,0",27.6344,20.6316,4.10747,5.4652,8.75031,-3.19517,-1.71323,2.30429,3.5678,9.78682,"0,0,0,0,0,0,0,0,0,0",28.1569,17.8518,1.44768,2.0987,-2.01733,0.312664,-6.30468,2.94247,5.58941,11.136
550,17401489,3740198,C1=CC=C2C(=C1)C(OC2=O)N3C4=CC=CC=C4C(=C3O)N=NC(=S)N,Active,59,,,=,3.615,0.263,1.05,"0,0,0,0,0,0,0,0,0,0",74.3798,75.1636,66.2034,40.5992,25.8226,11.0846,4.9855,1.15643,-11.9626,-2.24433,"0,0,0,0,0,0,0,0,0,0",76.7783,74.6668,68.4777,43.0063,19.7492,12.5494,8.23206,6.40747,-10.9818,-2.41994,"0,0,0,0,0,0,0,0,0,0",75.6562,72.4696,64.5973,40.9975,20.3831,11.1146,10.1552,6.34323,-7.15701,-3.29368
551,17514707,4100896,C1CN(CCN1CCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O)CC(COC5=CC6=CC=CC=C6C=C5)O,Active,59,,,=,2.494,0.165,0.976,"0,0,0,0,0,0,0,0,0,0",90.5013,80.2819,69.2187,49.7136,30.6154,18.4001,6.61306,8.91735,6.54025,9.82965,"0,0,0,0,0,0,0,0,0,0",83.083,79.4595,71.7757,52.1378,32.9411,21.2355,-0.0257,6.02628,9.38421,6.96427,"0,0,0,0,0,0,0,0,0,0",83.3143,80.0506,70.0967,50.4032,26.8292,20.9656,11.6885,16.3999,12.2753,14.5881
552,17514826,2986780,CC1=CC=CC=C1OCC(CN2CCN(CC2)CCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)O,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",44.3084,27.7415,18.9911,9.08868,0.638178,3.42217,5.1611,7.50822,-4.3259,-1.60615,"0,0,0,0,0,0,0,0,0,0",43.3575,29.0392,18.5885,11.0246,6.92144,4.42441,0.26555,3.74769,-7.78234,2.15867,"0,0,0,0,0,0,0,0,0,0",43.3661,29.7802,18.7556,9.15292,5.29816,5.48661,1.33632,2.73688,-6.51027,0.227003
553,24707791,16060037,CC1=CC(=CC=C1)C2=NN([C@H]([C@@H]2C3=CC=CC=C3OC)C(=O)N4CCOC4=O)C5=CC=CC=C5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",45.3749,19.0083,2.40709,4.65142,12.6907,5.01548,2.9339,15.8645,7.3883,8.66894,"0,0,0,0,0,0,0,0,0,0",41.6614,22.182,5.74788,7.73951,11.2217,9.38421,2.19721,18.1131,10.8619,8.46763,"0,0,0,0,0,0,0,0,0,0",48.7927,16.674,1.52906,4.82702,9.85535,1.96593,5.00263,12.0397,11.046,11.9326
554,24840138,2355982,C1C(=O)N(C(=S)S1)NC(=O)C(=O)NN2C(=O)CSC2=S,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",33.6949,21.7152,1.48194,5.91492,9.43989,6.17619,-1.51621,4.08177,8.78886,7.70953,"0,0,0,0,0,0,0,0,0,0",33.7506,24.1308,8.38197,-2.14154,8.12927,4.03465,1.03222,6.30896,10.2237,7.59388,"0,0,0,0,0,0,0,0,0,0",31.8446,16.1044,5.56371,10.9433,4.50579,5.54229,4.04322,12.2153,10.909,11.7099
555,24818467,3178738,CCCC(C(=O)NC(C)(C)C)N(CC1CCCO1)C(=O)C2=C(C(=NS2)C(=O)N)N,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",21.9936,7.74379,0.372627,-3.92758,-12.2067,-8.40767,-15.5219,-8.11642,-5.96204,-0.82235,"0,0,0,0,0,0,0,0,0,0",18.9483,7.81232,-1.4177,-4.6557,-11.65,-14.8794,-14.0699,-5.7693,-7.8423,-0.0257,"0,0,0,0,0,0,0,0,0,0",21.7409,5.98345,-0.869463,-1.08362,-13.3075,-15.8217,-10.8276,-10.2708,-4.77562,2.93819
556,24827098,2132539,CC1=CC=C(C=C1)C2=CSC3=C2C(=O)N4C(=N3)C5=CC=CC=C5C(=N4)NCCCN(C)C,Active,45,,,=,13.669,0.554,2.658,"0,0,0,0,0,0,0,0,0,0",75.8618,23.4155,10.6863,6.33038,-2.59982,-3.65774,-4.74993,-2.39852,-1.6704,5.27246,"0,0,0,0,0,0,0,0,0,0",75.8532,26.8377,12.5366,9.93672,-2.94675,-4.9341,-8.76745,-6.31753,-1.70466,-3.37506,"0,0,0,0,0,0,0,0,0,0",75.7418,27.4459,16.7297,0.192738,-2.78828,-7.11846,-6.15049,-8.3991,-6.14192,5.61939
557,24834002,16196618,CC[C@H](C)[C@@H](C(=O)N1CCN(CC1)C2=NC(=NC(=N2)NCCOCCOCCOCC#C)N3CCN(CC3)C(=O)[C@H]([C@@H](C)CC)N4C=C(N=N4)[C@H](CC5=CC=C(C=C5)O)N)N6C=C(N=N6)[C@H](CC7=CC=C(C=C7)O)N.Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",8.82313,10.1081,8.13784,6.45459,6.21045,4.67711,3.70057,7.50394,-7.41828,0.518252,"0,0,0,0,0,0,0,0,0,0",10.6863,9.59408,11.0546,7.41828,2.42422,3.7948,9.72257,1.32347,-3.34079,0.239852,"0,0,0,0,0,0,0,0,0,0",12.6993,9.87676,6.87005,6.08624,5.48661,5.7179,3.2637,4.30877,-2.36854,1.97878
558,26724335,3616560,CC1=C(C=C(C=C1)NC(=O)CSC2=NC=NC3=CC=CC=C32)S(=O)(=O)N4CCOCC4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",25.904,14.6267,0.946559,2.41137,-11.8341,-3.58921,-6.77582,-4.18028,-2.06016,1.85457,"0,0,0,0,0,0,0,0,0,0",25.7113,14.7209,5.85924,6.86576,-9.16149,-9.033,-11.076,-5.10542,-0.184172,2.29144,"0,0,0,0,0,0,0,0,0,0",25.8569,16.0701,4.48438,1.33632,-9.50842,-5.00691,-7.99649,-5.1354,-7.09705,6.12479
559,26729443,2809273,C1CN(CCN1C2=NC(=NS2)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",41.8285,22.6617,5.44807,6.91288,-0.603913,2.31714,-4.48009,0.291249,6.32181,6.56166,"0,0,0,0,0,0,0,0,0,0",42.6979,23.1928,6.51883,0.419741,-3.34936,1.00652,-10.5535,1.99591,2.01733,1.07505,"0,0,0,0,0,0,0,0,0,0",41.7043,29.6132,10.0781,1.34488,0.0343,3.47357,-3.88046,1.74749,0.483987,3.52068
560,49678651,1437913,CCOC1=CC=CC=C1NC(=O)CN2CCC(CC2)C(=O)C3=CC=C(C=C3)F,Active,55,,,=,13.788,1.055,1.068,"0,0,0,0,0,0,0,0,0,0",61.9503,40.6335,22.152,14.344,3.91473,2.99387,1.9231,4.81417,4.21026,10.9775,"0,0,0,0,0,0,0,0,0,0",58.7809,44.8223,23.9852,13.7487,15.4233,2.9339,-0.0128,12.7678,3.45215,6.97284,"0,0,0,0,0,0,0,0,0,0",61.8304,42.2653,17.3807,15.0336,8.88309,3.53353,-1.38343,9.99669,4.86557,10.2194
561,49733521,3174260,CC1=CC=C(O1)C(C(=O)NCC2CCCO2)N(C3=CC(=CC(=C3)C)C)C(=O)C4=C(C(=NS4)C(=O)N)N,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",46.951,27.2746,20.3917,13.8001,9.70544,7.5639,8.34342,7.79519,-7.65385,4.6814,"0,0,0,0,0,0,0,0,0,0",47.5892,31.0566,22.1606,14.571,12.2881,11.2987,6.476,9.88104,-2.21435,1.02794,"0,0,0,0,0,0,0,0,0,0",46.1372,30.9238,16.9481,16.5883,12.7421,7.70524,7.57247,4.03037,-10.0224,-2.23576
562,47201867,2979223,C1=CC=C2C(=C1)N(C3=CC=CC=C3S2)C(=O)C4=CC(=C(C=C4)NCCN)[N+](=O)[O-],Active,54,,,=,9.579,0.468,1.428,"0,0,0,0,0,0,0,0,0,0",76.1273,51.1356,25.0817,13.633,7.78662,9.20432,2.27431,13.4488,-1.47338,2.98102,"0,0,0,0,0,0,0,0,0,0",76.2215,51.1013,20.683,14.8194,8.59612,6.45887,0.629611,6.27898,-7.90655,1.26779,"0,0,0,0,0,0,0,0,0,0",76.4871,52.3263,27.7714,12.8278,4.74993,9.27713,6.78438,6.91288,-0.205587,-3.38791
563,49723702,20912338,C1CCC2=NC3=C(N2CC1)N=CN=C3N4CCCC(C4)C(=O)NCCCN5CCN(CC5)C6=CC=CC=C6,Active,57,,,=,7.506,0.544,0.964,"0,0,0,0,0,0,0,0,0,0",73.4418,57.466,34.1104,17.5306,17.3464,7.96651,1.49479,5.27246,0.770953,-0.192738,"0,0,0,0,0,0,0,0,0,0",72.6966,59.1492,34.9541,22.1049,19.8221,7.83802,1.18213,6.46315,-2.02161,-4.86557,"0,0,0,0,0,0,0,0,0,0",75.1122,62.2373,37.8409,29.3605,18.0574,9.34566,11.393,14.4168,11.8213,14.4554
564,49731431,24792840,CN1CCN(CC1)CCCNC(=O)C2=CC=C(C=C2)/C=C\3/C(=O)N(C4=CC=CC=C4O3)CC5=CC=C(C=C5)Cl,Active,52,,,=,12.411,0.475,1.57,"0,0,0,0,0,0,0,0,0,0",76.6713,35.8879,17.2693,14.7252,5.64937,0.616762,-1.45196,-0.299815,-1.25494,-0.20987,"0,0,0,0,0,0,0,0,0,0",71.236,36.9072,21.9208,13.5002,2.08157,3.73484,-6.75012,-2.52701,0.638178,-1.63185,"0,0,0,0,0,0,0,0,0,0",66.0235,38.6247,17.9204,9.35851,6.20189,-0.235569,-3.68344,-2.22291,1.88455,1.90168
565,49731051,5005068,C1=CC=C(C=C1)CCNC(=O)CCCN2C(=O)C3=C(C=CS3)NC2=S,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",43.1048,32.4614,14.5282,7.44826,-3.61919,-5.45235,-6.25757,0.162757,-4.38586,7.71809,"0,0,0,0,0,0,0,0,0,0",43.3789,29.1249,16.9781,7.37545,-2.61696,-9.34994,-2.27431,-5.43093,-2.92962,3.3151,"0,0,0,0,0,0,0,0,0,0",43.5845,30.0286,16.3656,5.85496,-7.07992,0.805217,-6.14192,-0.852331,1.54619,7.82517
566,49732827,6014154,C1COCCN1CCCNC(=O)C2=CC3=C(C=C2)S/C(=C/C4=CC(=CC=C4)Cl)/C(=O)N3,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",17.6677,6.54882,1.10932,-5.25105,-10.8661,-7.84659,-14.117,-6.75012,-0.625328,6.12908,"0,0,0,0,0,0,0,0,0,0",17.3422,4.06892,3.01957,-7.01995,-11.5857,-10.9518,-7.99649,-5.79928,-2.82683,0.702424,"0,0,0,0,0,0,0,0,0,0",27.1932,8.5019,-1.02365,0.454006,-10.0053,-7.27266,-13.3161,-3.14377,-6.06483,1.04935
567,49829337,24408806,CN(C)C(CNC(=O)C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2F)C3=CC=C(C=C3)OC,Active,57,,,=,4.537,0.207,1.331,"0,0,1,0,0,0,0,0,0,0",83.5456,78.6158,,31.2322,15.7446,5.26818,8.12499,8.83598,-8.48476,-4.24024,"0,0,0,0,0,0,0,0,1,0",84.9676,79.6308,51.808,29.0992,16.8753,8.87881,2.52701,1.88027,,0.471138,"0,0,0,0,0,0,0,0,0,0",83.7983,79.2068,51.4911,26.0111,14.2155,6.70301,10.0224,3.87618,-3.77767,4.21026
568,51089048,4550543,CC1(CC2=C(C(N1)(C)C)SC(=C2C(=O)N)NC(=O)C3=CC4=C(C=C3)OCCO4)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",50.1376,30.791,21.2697,18.3273,8.69463,5.18252,5.19965,9.3114,-7.6153,-2.72403,"0,0,0,0,0,0,0,0,0,0",42.0383,31.1893,23.7668,13.3503,12.301,3.97469,6.15906,8.82741,-3.87618,-6.91716,"0,0,0,0,0,0,0,0,0,0",47.9061,36.7445,18.2116,16.3656,11.9583,5.10114,5.05402,0.595347,-9.5898,-4.0989
569,49821164,1791268,CC1=CC(=CC(=C1)OCC(=O)NNC(=S)NC(=O)C2CC2)C,Active,52,,,=,7.602,0.473,1.628,"0,0,0,0,0,0,0,0,0,0",77.2366,68.7818,28.1398,9.43561,7.68811,6.99854,-3.41789,3.67059,9.73542,9.05013,"0,0,0,0,0,0,0,0,0,0",76.1616,68.7005,24.8247,9.69259,6.33894,8.68607,4.48866,10.0995,12.1554,5.33242,"0,0,0,0,0,0,0,0,0,0",77.318,71.236,32.7484,13.3546,13.95,5.1611,-1.49051,4.51436,0.71099,7.83802
570,26726096,1934929,COC(=O)C1=CC=C(O1)CN2C3=CC=CC=C3C(=C2O)N=NC(=S)N,Active,55,,,=,14.075,0.765,1.134,"0,0,0,0,0,0,0,0,0,0",63.0725,37.4126,22.4947,9.85963,9.1829,8.48048,2.3771,-0.325513,-4.74564,-1.67468,"0,0,0,0,0,0,0,0,0,0",61.869,40.8948,24.6919,11.7185,9.74399,2.96817,2.7583,-0.501119,-4.86557,-4.10318,"0,0,0,0,0,0,0,0,0,0",59.1364,39.5113,19.1582,13.9885,9.04156,0.372627,6.7287,7.8423,-10.228,-2.95104
571,26661064,4601148,CC1CC(N2C3=C(C=CC=C13)C(=C2O)N=NC(=S)N)(C)C,Active,56,,,=,6.332,0.376,1.244,"0,0,1,0,0,0,0,0,0,0",76.3457,70.3237,,22.5504,6.8315,4.18456,8.65609,6.40747,-9.10581,4.87413,"0,0,0,0,0,0,0,0,0,0",77.6478,68.9917,40.989,22.5118,10.4807,7.93653,6.09909,12.3609,-4.18456,3.33651,"0,0,0,0,0,0,0,0,0,0",76.8683,70.0839,38.8517,20.593,10.909,9.82965,7.54677,9.5384,-4.6043,1.34917
572,57264321,25163007,CSCCCC1=CN(N=N1)[C@@H](CO)C(=O)NCCCCCCCCCCC(=O)N2CCN(CC2)C3=NC(=NC(=N3)N4CCN(CC4)C(=O)CCCCCCCCCCNC(=O)CN5C=C(N=N5)CCCCCN)NCCOCCOCCOCC#C,Active,46,,,=,4.631,0.31,2.404,"0,0,0,0,1,0,0,0,0,0",104.978,91.3665,48.7328,18.3872,,9.5898,2.50131,13.4531,12.0911,7.9451,"0,0,1,0,0,0,0,0,0,0",104.254,88.6895,,18.323,14.7766,5.24676,1.80317,4.81846,12.9263,4.95123,"0,0,0,0,0,0,0,0,0,0",105.869,88.9037,49.0711,17.6248,18.6656,10.5192,5.99202,7.85087,7.40543,5.82069
573,57269105,16297714,CC1CC(CC2(C1)C(=O)N(C(=O)N2)CC(=O)NC3=CC4=C(C=C3)NC(=O)N4)(C)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",3.76054,3.67059,-0.312664,4.75421,6.69016,9.59836,0.175606,-0.184172,6.88718,10.2794,"0,0,0,0,0,0,0,0,0,0",12.0012,13.0719,-0.124209,1.43483,0.299815,10.6049,2.12869,6.75012,4.27022,9.37993,"0,0,0,0,0,0,0,0,0,0",9.60693,8.44622,5.68363,4.74136,4.02609,84.4022,1.0879,8.41623,8.57043,9.44845
574,57267613,25163408,CCN1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)Cl)C(=O)N(C)CC3=CC=CS3,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",10.9347,-0.26555,-7.73523,-5.73503,-8.41623,-10.9904,-7.72238,-4.64285,-0.651027,6.37321,"0,0,0,0,0,0,0,0,0,0",2.48418,-3.94042,-4.86985,-9.33709,-8.83598,-9.63263,-5.10114,-3.90188,-3.99182,8.39482,"0,0,0,0,0,0,0,0,0,0",4.20598,0.466855,-7.58532,-4.27451,-14.4083,-4.94695,-3.03241,2.29144,4.77134,3.89331
575,85146532,44142391,COC1=CC=CC=C1C2=C(C3=CC=CC=C3O2)C#CC4(CCCCC4)N,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",26.7992,20.2247,11.6542,13.8215,14.4425,-2.88679,-1.60187,11.53,11.6242,8.46763,"0,0,0,0,0,0,0,0,0,0",24.2036,19.8991,10.4464,6.28755,8.51903,4.03894,-3.13521,5.98773,7.16129,7.04565,"0,0,0,0,0,0,0,0,0,0",25.8612,24.996,8.61326,12.8664,8.94734,-2.19721,-9.14007,10.2194,11.8341,11.3673
576,85147362,44143147,CCC[C@@H](CN1CCC[C@H]1CN2[C@H](CN=C2N)CC3=CC=CC=C3)N4C[C@H](N(C4=N)CCCC5CCCC5)[C@H](C)CC,Active,55,,,=,10.857,0.588,0.908,"0,0,0,0,0,0,0,0,0,0",64.2032,50.3518,33.181,20.2589,13.0505,11.3116,4.79704,6.93858,4.75849,7.72666,"0,0,0,0,0,0,0,0,0,0",63.4066,51.0371,32.2644,19.8006,9.47844,10.7762,2.9853,8.1464,3.69629,4.24452,"0,0,0,0,0,0,0,0,0,0",64.0833,47.752,30.9495,15.9544,6.68159,10.4207,1.32347,3.08381,3.36649,8.12927
577,85201056,44202141,C#CCOCCOCCOCCNC1=NC(=NC(=N1)N2CCOCC2)N3CCN(CC3)C(=O)[C@H](CCCCN)N4C=C(N=N4)CN,Active,47,,,=,15.255,0.847,2.134,"0,0,0,0,0,0,0,0,0,0",63.2695,37.8581,5.85067,-1.94023,-6.10766,-4.42013,-6.5531,-7.77806,5.13112,6.93429,"0,0,0,0,0,0,0,0,0,0",60.6954,33.3737,3.08381,1.13501,-4.06035,-4.69853,-5.47805,-4.47153,1.5933,10.3522,"0,1,0,0,0,0,0,0,0,0",61.4835,,3.18661,3.19945,-6.46744,-7.95795,-10.3393,-9.33281,-4.9341,-0.895162
578,85149031,44144225,C1CN([C@@H](CN1)CC2=CC=CC3=CC=CC=C32)CCC45CC6CC(C4)CC(C6)C5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",23.891,21.8479,10.0138,4.85272,3.71342,4.5786,6.58736,2.04303,-9.56838,-2.59554,"0,0,0,0,0,0,0,0,0,0",24.7776,17.2436,7.69668,9.26,6.36036,3.97469,4.39443,6.21045,-4.64713,3.13092,"0,0,0,0,0,0,0,0,0,0",20.6316,13.2947,10.6392,8.80171,3.97041,5.14397,5.64937,8.47191,-1.52906,-4.05607
579,85147338,44143123,C1CN([C@H](CN1)C2=CC=CC=C2)CCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",20.5245,14.2969,12.8792,10.5492,7.3112,8.55757,2.96388,5.47805,-6.12479,4.48009,"0,0,0,0,0,0,0,0,0,0",25.0303,17.522,10.2836,8.66894,6.37321,10.2408,7.73094,4.48438,-2.72832,5.95775,"0,0,0,0,0,0,0,0,0,0",22.5418,16.9267,11.0075,7.97508,7.65385,7.92796,2.98102,8.1207,-4.60858,6.39034
580,85147335,44143120,C1CN([C@@H](CN1)CC2=CC=CC3=CC=CC=C32)CCC4=CC=CC5=CC=CC=C54,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",21.2312,25.1245,10.6177,8.72462,4.34303,6.90431,-0.436873,6.33038,-9.94957,-0.00428,"0,0,0,0,0,0,0,0,0,0",20.0062,15.0978,10.4935,9.88961,1.25922,4.63428,4.36445,6.57451,-9.487,-2.56984,"0,0,0,0,0,0,0,0,0,0",18.6742,19.6893,10.0095,9.01158,7.28122,7.18699,5.61511,1.392,-7.78662,2.12012
581,85147346,44143131,C1=CC=C(C=C1)C[C@@H](CN)NCCC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",4.69425,8.11642,-2.31714,-1.20783,-6.78867,-3.80765,-13.6373,-7.0328,-1.49051,5.04117,"0,0,0,0,0,0,0,0,0,0",1.55476,6.06055,-0.171323,-3.51212,-10.4807,-6.00915,-13.1148,-4.19741,-4.98121,0.912294,"0,0,0,0,0,0,0,0,0,0",1.8717,3.85048,0.119926,-2.89536,-6.74584,-6.1976,-9.92388,-4.19313,1.15215,2.14154
582,85148385,15885025,C[C@@H]1CCCCCCCCC(=O)OCCN[C@@H](CCCCCCCCC(=O)OCCN[C@@H](CCCCCCCCC(=O)OCCN1)C)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",17.6548,15.5047,13.95,15.1235,7.91512,7.46539,1.52477,7.37973,8.36484,-0.651027,"0,0,0,0,0,0,0,0,0,0",18.2716,20.1004,11.9883,11.9284,9.42276,10.3308,6.23187,10.2151,9.44845,9.07583,"0,0,0,0,0,0,0,0,0,0",23.7882,20.8286,13.9628,16.0744,13.2475,6.98141,3.09238,5.61511,2.23576,5.11399
583,85272523,44246678,C1CCC(CC1)C[C@@H]2CN=C(N2CCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N,Active,54,,,=,19.631,1.285,0.87,"0,0,0,0,0,0,0,0,0,0",52.4633,36.1919,21.4539,13.4488,7.55105,7.8166,4.76706,3.39219,-5.47805,-4.0732,"0,0,0,0,0,0,0,0,0,0",50.5231,37.6825,22.8202,13.406,10.8747,6.95999,9.42704,5.23391,1.07933,-2.38995,"0,0,0,1,0,0,0,0,0,0",49.7479,35.0098,20.1947,,6.80152,3.45215,4.49294,3.72627,-5.67935,-1.63613
584,85272423,44246585,CCC[C@@H](CN1CCC[C@H]1CN2[C@@H](CN=C2N)CC(C)C)N3C[C@H](N(C3=N)CCCC4CCCC4)[C@H](C)CC,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",22.3962,17.2993,8.97303,2.04731,-4.97693,-7.07563,-13.3632,-2.00876,-5.30244,0.192738,"0,0,0,0,0,0,0,0,0,0",20.0533,14.4811,8.68178,3.58065,-4.86557,-4.58289,0.179889,-1.77747,-1.88027,1.91025,"0,0,0,0,0,0,0,0,0,0",24.4221,19.4194,7.10133,3.71342,-7.93653,-8.87452,-6.59593,0.137058,0.483987,8.38197
