PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,AC50_Qualifier,AC50_uM,pAC50_M,ACTIVITY_OUTCOME_TEST1,ACTIVITY_SCORE_TEST1,ASSAYDATA_COMMENT_TEST1,AC50_Qualifier_TEST1,AC50_uM_TEST1,pAC50_M_TEST1,Hill_Slope_TEST1,S0_(%)_TEST1,Sinf_(%)_TEST1,Num_Points_TEST1,Max_Activity_(%)_TEST1,Max_Activity_Conc_uM_TEST1,Max_Concentration_uM_TEST1,Activity_at_2.35uM_(%)_TEST1,Activity_at_4.6uM_(%)_TEST1,Activity_at_6uM_(%)_TEST1,Activity_at_9uM_(%)_TEST1,Activity_at_12uM_(%)_TEST1,Activity_at_18uM_(%)_TEST1,Activity_at_19.5uM_(%)_TEST1,Activity_at_23.5uM_(%)_TEST1,ACTIVITY_OUTCOME_TEST2,ACTIVITY_SCORE_TEST2,ASSAYDATA_COMMENT_TEST2,AC50_Qualifier_TEST2,AC50_uM_TEST2,pAC50_M_TEST2,Hill_Slope_TEST2,S0_(%)_TEST2,Sinf_(%)_TEST2,Num_Points_TEST2,Max_Activity_(%)_TEST2,Max_Activity_Conc_uM_TEST2,Max_Concentration_uM_TEST2,Activity_at_2.35uM_(%)_TEST2,Activity_at_4.6uM_(%)_TEST2,Activity_at_6uM_(%)_TEST2,Activity_at_9uM_(%)_TEST2,Activity_at_12uM_(%)_TEST2,Activity_at_18uM_(%)_TEST2,Activity_at_19.5uM_(%)_TEST2,Activity_at_23.5uM_(%)_TEST2,ACTIVITY_OUTCOME_TEST3,ACTIVITY_SCORE_TEST3,ASSAYDATA_COMMENT_TEST3,AC50_Qualifier_TEST3,AC50_uM_TEST3,pAC50_M_TEST3,Hill_Slope_TEST3,S0_(%)_TEST3,Sinf_(%)_TEST3,Num_Points_TEST3,Max_Activity_(%)_TEST3,Max_Activity_Conc_uM_TEST3,Max_Concentration_uM_TEST3,Activity_at_0.15uM_(%)_TEST3,Activity_at_0.285uM_(%)_TEST3,Activity_at_0.3uM_(%)_TEST3,Activity_at_0.6uM_(%)_TEST3,Activity_at_1.2uM_(%)_TEST3,Activity_at_2.35uM_(%)_TEST3,Activity_at_4.6uM_(%)_TEST3,Activity_at_9uM_(%)_TEST3,Activity_at_18uM_(%)_TEST3,Activity_at_19.5uM_(%)_TEST3,ACTIVITY_OUTCOME_TEST4,ACTIVITY_SCORE_TEST4,ASSAYDATA_COMMENT_TEST4,AC50_Qualifier_TEST4,AC50_uM_TEST4,pAC50_M_TEST4,Hill_Slope_TEST4,S0_(%)_TEST4,Sinf_(%)_TEST4,Num_Points_TEST4,Max_Activity_(%)_TEST4,Max_Activity_Conc_uM_TEST4,Max_Concentration_uM_TEST4,Activity_at_0.15uM_(%)_TEST4,Activity_at_0.285uM_(%)_TEST4,Activity_at_0.3uM_(%)_TEST4,Activity_at_0.6uM_(%)_TEST4,Activity_at_1.2uM_(%)_TEST4,Activity_at_2.35uM_(%)_TEST4,Activity_at_4.6uM_(%)_TEST4,Activity_at_9uM_(%)_TEST4,Activity_at_18uM_(%)_TEST4,Activity_at_19.5uM_(%)_TEST4,ACTIVITY_OUTCOME_TEST5,ACTIVITY_SCORE_TEST5,ASSAYDATA_COMMENT_TEST5,AC50_Qualifier_TEST5,AC50_uM_TEST5,pAC50_M_TEST5,Hill_Slope_TEST5,S0_(%)_TEST5,Sinf_(%)_TEST5,Num_Points_TEST5,Max_Activity_(%)_TEST5,Max_Activity_Conc_uM_TEST5,Max_Concentration_uM_TEST5,Activity_at_0.15uM_(%)_TEST5,Activity_at_0.285uM_(%)_TEST5,Activity_at_0.3uM_(%)_TEST5,Activity_at_0.6uM_(%)_TEST5,Activity_at_1.2uM_(%)_TEST5,Activity_at_2.35uM_(%)_TEST5,Activity_at_4.6uM_(%)_TEST5,Activity_at_9uM_(%)_TEST5,Activity_at_18uM_(%)_TEST5,Activity_at_19.5uM_(%)_TEST5,ACTIVITY_OUTCOME_TEST6,ACTIVITY_SCORE_TEST6,ASSAYDATA_COMMENT_TEST6,AC50_Qualifier_TEST6,AC50_uM_TEST6,pAC50_M_TEST6,Hill_Slope_TEST6,S0_(%)_TEST6,Sinf_(%)_TEST6,Num_Points_TEST6,Max_Activity_(%)_TEST6,Max_Activity_Conc_uM_TEST6,Max_Concentration_uM_TEST6,Activity_at_0.15uM_(%)_TEST6,Activity_at_0.285uM_(%)_TEST6,Activity_at_0.3uM_(%)_TEST6,Activity_at_0.6uM_(%)_TEST6,Activity_at_1.2uM_(%)_TEST6,Activity_at_2.35uM_(%)_TEST6,Activity_at_4.6uM_(%)_TEST6,Activity_at_9uM_(%)_TEST6,Activity_at_18uM_(%)_TEST6,Activity_at_19.5uM_(%)_TEST6
502,85201117,44202202,COC1=CC2=C(C=C1)SC(=C2C#CC3(CCCCC3)N)C4=CC(=CC(=C4)OC)OC,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,2.94792,2.94792,8,13.093,0.15,18,13.093,9.844,,6.768,1.635,4.164,-3.096,-4.746,-4.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,15.7021,15.7021,8,33.544,0.15,18,33.544,5.866,,8.235,9.363,21.525,2.394,23.755,20.934,
503,24815617,16194680,CN(C)CCCN(C1=NC2=C(S1)C=C(C=C2)F)C(=O)CCOC3=CC=CC=C3.Cl,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-0.529489,-0.529489,8,-14.297,18,18,1.766,3.316,,1.61,1.975,4.226,-3.073,0.24,-14.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,49670100,2790527,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC(=CC=C4)O.Cl,Active,55,,,=,3.09,5.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,,=,3.25,5.488,1.142,-1.781,-100,7,-87.643,18,18,-5.181,-6.473,,-15.052,-25.089,-42.125,,-76.719,-87.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,,=,2.92,5.535,0.951,-0.336,-100,8,-84.706,18,18,-7.494,-12.543,,-8.36,-38.372,-42.64,-62.854,-72.623,-84.706,
505,47194981,20840310,CN1CCN(CC1)C2CC3=C(C=C(C=C3)F)SC4=C2C=C(C=C4)SC.C(=C\C(=O)O)\C(=O)O,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,1.2,4.715,-100,8,-30.245,18,18,1.85,9.056,,-1.192,-2.289,6.123,0.575,-9.003,-30.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-7.62584,-7.62584,8,-16.892,4.6,18,1.918,-4.709,,-1.628,-13.217,-3.775,-16.892,-11.933,-10.771,
506,24783175,16008866,CC1CCCN(C1)CCCNC(=O)C2=CC3=C(S2)C4=CC=CC=C4N=C3Cl,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,0.583066,0.583066,8,-25.294,18,18,-0.216,1.336,,1.944,3.832,8.322,4.188,10.553,-25.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,,=,26.02,4.585,0.8,-1.93,-100,8,-37.722,18,18,-2.641,-5.801,,-3.78,-8.245,-17.751,-23.229,-36.878,-37.722,
507,26731949,16746148,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)NC(=O)C4=NC=CN=C4N)C(F)(F)F,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,,=,28.17,4.550,1.2,-1.67,-100,8,-42.755,18,18,-9.294,-4.313,,0.09,-7.629,2.01,-7.776,-17.924,-42.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,1,0,-100.943,8,-20.732,18,18,-3.621,2.479,,2.115,4.708,-2.872,-8.73,-11.55,-20.732,
508,26662300,2848081,CC(C(=O)C1=CC=C(C=C1)C2=CC=CC=C2)[N+]3=CC=CC(=C3)NC(=O)C4=CC=CC=C4.[Br-],Active,47,,,=,19.06,4.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,,=,23.4,4.631,0.898,8.106,-100,8,-38.765,18,18,6.374,1.086,,10.12,3.322,-5.804,-13.342,-24.641,-38.765,,2,49,,=,13.43,4.872,0.995,3.894,-100,8,-54.061,18,18,11.281,-1.575,,-8.922,-4.272,-12.816,-13.692,-44.743,-54.061,,2,51,,=,8.25,5.084,1.01,15,-100,8,-56.997,18,18,11.972,15.528,,0.638,2.775,-5.833,-23.646,-55.861,-56.997,,2,45,,=,31.16,4.506,1.2,4.365,-100,8,-32.56,18,18,-0.452,5.803,,6.026,3.377,0.197,-6.901,-11.715,-32.56,
509,24831892,16196319,[B-](F)(F)(F)F.CC1=CC(=CC(=[N+]1CC2CCCO2)C)/C=C\3/N(C4=CC=CC=C4S3)C,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,,=,5.13,5.290,0.85,6.618,-100,7,-57.999,9,9,2.005,-2.945,,-7.561,-17.238,-28.505,-46.479,-57.999,,,2,52,,=,7.07,5.151,0.847,0,-100,6,-49.006,9,9,-3.054,-3.192,,7.327,-26.774,-39.195,,-49.006,,,1,0,,,,,,-21.5848,-21.5848,7,-43.182,9,18,-11.068,-13.951,,-9.5,-20.608,,-43.039,-43.182,-9.745,,2,46,,=,23.1,4.636,0.8,0,-100,8,-45.21,9,18,2.958,11.444,,5.697,-10.296,-26.498,-33.64,-45.21,-24.086,
510,56463315,24847757,C1=CC(=C(C=C1[C@H](CN)O)O)O.C(C(C(=O)O)O)(C(=O)O)O.O,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,8.098,8.098,8,15.088,2.35,18,-7.038,8.199,,1.947,11.434,15.088,10.957,13.211,10.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,49720663,20889513,CCN1CCN(CC1)CCCNC(=O)C2CCN(CC2)C3=NN=C(S3)N4C(=CC=C4C)C,Active,50,,,=,9.22,5.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,,=,6.36,5.197,1.2,11.299,-100,8,-84.537,18,18,12.877,4.194,,4.565,-1.135,-11.583,-29.572,-55.377,-84.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49,,=,12.09,4.918,1.2,-4.621,-100,8,-67.755,18,18,6.362,-9.218,,-16.411,-17.872,-10.108,-19.059,-46.051,-67.755,
512,57264115,4973873,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)C4=CC=CC=C4F,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,1.2,0.674,-100,8,-28.589,18,18,1.505,2.635,,4.482,-7.682,-7.337,-3.473,-10.579,-28.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,1,0,-142.64,8,-23.265,18,18,3.338,0.075,,-1.274,3.924,-0.584,-2.957,-15.433,-23.265,
513,49676269,3629945,CC1=CC=CC=C1OCC(CNC2CCC(CC2)NCC(COC3=CC=CC=C3C)O)O,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,1.2,12.711,-100,8,-1.031,18,18,8.432,11.694,,13.18,19.49,12.701,2.857,9.716,-1.031,,2,49,,=,11.89,4.925,0.911,6.968,-100,8,-53.041,18,18,9.13,-6.067,,4.439,-4.597,-7.396,-28.261,-43.68,-53.041,,2,50,,=,10.98,4.959,1.056,5.586,-100,8,-55.251,18,18,4.952,-3.147,,3.525,0.487,-9.085,-25.687,-48.634,-55.251,,,,,,,,,,,,,,,,,,,,,,,,
514,121286042,51361356,CC(C)(C)S(=O)N1CC2=CC(=NC(=C2[C@@H]1CCO)C3=CC=CC(=C3)C4=CC5=CC=CC=C5O4)C(=O)NCCCN6CCOCC6,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,,=,19.31,4.714,1.2,2.971,-100,8,-52.358,18,18,-2.676,2.073,,0.097,3.881,-3.674,-8.619,-21.812,-52.358,,2,50,,=,9.38,5.028,1.134,15,-100,8,-69.235,18,18,16.852,12.399,,12.654,5.511,-19.238,-11.007,-35.975,-69.235,,2,50,,=,10.43,4.982,1.2,-5.631,-100,7,-71.569,18,18,-0.823,,,-14.811,-15.415,-12.256,-33.765,-45.039,-71.569,,1,0,,,,,,7.77492,7.77492,8,30.394,18,18,11.553,12.549,,5.678,-10.207,1.298,0.083,10.85,30.394,
515,17505748,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,Active,48,,,=,15.21,4.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,,=,15.21,4.818,1.2,5.774,-100,8,-55.695,18,18,-9.537,4.019,,11.141,3.208,6.368,-14.245,-32.187,-55.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,24811033,750295,COC1=CC=CC=C1NC(=S)NC23CN4CN(C2)CN(C3)C4,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,1.2,7.059,-100,8,-19.689,18,18,3.29,6.939,,7.424,6.941,1.785,5.546,-1.563,-19.689,,3,0,,,,,,,,8,-61.417,18,18,-32.959,-30.398,,-29.126,-30.249,-33.191,-34.409,-38.764,-61.417,,2,45,,=,33.73,4.472,1.2,15,-100,8,-22.867,18,18,4.969,20.29,,21.498,23.288,13.707,-0.84,-1.648,-22.867,,2,47,,=,18.52,4.732,1.2,6.943,-100,8,-47.673,18,18,-7.96,-0.056,,8.986,16.395,3.867,-2.274,-30.477,-47.673,
517,49724923,24792241,C1CN(CCN1)CC(CN2C3=CC=CC=C3C4=CC=CC=C42)O.Cl,Active,47,,,=,20.68,4.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,,=,24.87,4.604,1.2,-4.38,-100,8,-49.441,18,18,-4.878,-8.491,,-4.684,-5.38,-15.809,-7.714,-19.854,-49.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,,=,16.48,4.783,1.2,0.44,-100,8,-54.732,18,18,-16.956,4.244,,5.485,-7.331,3.582,-11.673,-37.078,-54.732,
518,24817163,1897979,CN1CCC2=C(C1)SC(=C2C(=O)O)N,Active,49,,,=,11.66,4.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49,,=,12.93,4.888,1.2,14.03,-100,8,-59.116,18,18,11.465,15.168,,7.44,6.726,7.144,-11.5,-27.707,-59.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,=,10.38,4.984,1.133,5.478,-100,8,-59.159,18,18,6.193,-1.01,,0.696,0.038,-6.221,-27.224,-47.569,-59.159,
519,134215132,56588410,C[C@H]1CNCCN1C2=CC(=C(C=C2)N3CCN([C@H](C3)C)CC4=CC=CC=C4)C.Cl,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,1.2,-6.948,-100,8,-34.319,18,18,-8.436,,-9.538,-10.429,-7.486,-4.333,-15.302,-9.827,-34.319,,2,48,,=,15.55,4.808,1.2,13.586,-100,8,-54.488,18,18,15.994,,11.947,8.613,7.894,1.26,-2.962,-20.024,-54.488,,1,0,,>,36,4.444,1.2,-7.082,-100,8,-42.35,18,18,-20.564,,-12.198,-10.441,-7.756,-3.194,4.17,-10.791,-42.35,,2,46,,=,28.08,4.552,1.2,7.741,-100,8,-38.951,18,18,-0.59,,7.741,16.581,-8.833,8.421,5.117,-8.657,-38.951,
520,14737883,2953152,CC1=CC2=C(C=C1)N(C3=C2CCCC3)CC(CNC(C)(C)C)O.Cl,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,>,36,4.444,0.8,2.453,-100,8,-19.427,18,18,-1.531,5.094,,3.191,-1.743,-4.403,-7.179,-8.74,-19.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,,=,21.3,4.672,0.944,10.54,-100,8,-44.925,18,18,16.274,10.211,,8.348,-13.286,-1.109,-4.212,-18.924,-44.925,
521,24787413,16189280,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)NCCCN(CCO)CCO,Active,60,,,=,0.977,6.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,,=,0.977,6.010,1.2,0,-103.873,8,-98.317,18,18,-9.832,-18.607,,-35.325,-55.423,-81.683,-93.914,-95.989,-98.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,17508297,2880309,CC1=C2C=C(C=CC2=NC(=N1)NC3=NC(CC(=O)N3)C4=CC=CC=C4)OC,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,3.68794,3.68794,8,8.464,9,18,2.784,2.621,,4.826,-0.656,-3.706,7.559,8.464,7.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,5.76451,5.76451,8,35.741,18,18,-2.893,-9.692,,-3.313,9.775,6.086,9.552,0.861,35.74,
523,17433115,765471,CC1=CC(=C2C(=C1)C(=C3C(=CC(=NC3=N2)C)C)N)C,Active,60,,,=,1.12,5.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,58,,=,1.73,5.762,1.2,13.545,-97.199,8,-90.046,18,18,5.981,2.455,,-5.93,-33.15,-50.098,-73.72,-83.821,-90.046,,2,61,,=,0.72,6.143,1.2,0,-96.774,8,-92.523,9,18,-6.783,-26.872,,-40.761,-61.626,-82.857,-90.357,-92.523,-90.621,,2,60,,=,0.911,6.040,1.169,0,-101.047,8,-98.467,9,18,-7.24,-25.868,,-38.312,-55.154,-76.391,-89.432,-98.467,-93.927,,,,,,,,,,,,,,,,,,,,,,,,
524,49731502,24792850,C1CCN(C1)CCCNC(=O)C2=CC3=C(C=C2)S/C(=C\C4=CC=CC=C4)/C(=O)N3,Inconclusive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,,=,33.77,4.471,0.8,3.677,-100,8,-33.331,18,18,2.223,-1.264,,2.829,2.386,-12.072,-17.246,-23.19,-33.331,,2,54,,=,4.27,5.370,1.04,-10,-100,8,-84.609,18,18,-27.427,-31.117,,-24.11,-26.759,-25.276,-62.229,-77.617,-84.609,,2,52,,=,5.71,5.243,1.2,1.732,-100,8,-84.757,18,18,-1.862,-1.943,,-0.259,-11.207,-24.69,-38.51,-64.279,-84.757,,1,0,,,,,,-5.29099,-5.29099,8,-16.116,4.6,18,-3.191,-6.221,,4.885,-8.114,-7.143,-16.116,-11.074,4.646,
525,103076120,22324,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.O.[Cl-],Active,54,,,=,4.21,5.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,,=,5.06,5.296,1.013,0.632,-100,8,-81.702,18,18,1.684,-6.602,,-10.524,-20.785,-34.305,-39.061,-65.419,-81.702,,2,56,,=,2.25,5.648,0.96,-5.74,-100,7,-86.57,18,18,-14.503,-13.54,,-28.362,-37.974,-54.592,,-81.724,-86.57,,2,55,,=,3.19,5.496,1.2,6.14,-100,8,-87.451,9,18,3.838,-3.662,,0.692,-20.664,-42.268,-48.927,-87.451,-81.934,,2,52,,=,6.35,5.197,1.127,-6.093,-100,8,-82.321,18,18,-5.952,-13.314,,-10.745,-12.512,-34.277,-48.208,-54.046,-82.321,
526,103074440,49789823,CN(C)CCNC(=O)C1=CC=CC(=C1)C2=CN=C3N2C=C(C=C3NC=O)/C=C/C4=CC=CC=C4,Active,57,,,=,2.21,5.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54,,=,3.97,5.401,1.109,17.019,-100,8,-73.899,18,18,8.424,,19.821,-0.808,-7.768,-19.015,-50.631,-71.686,-73.899,,2,59,,=,1.35,5.870,1.2,-2.908,-94.955,8,-88.455,18,18,-8.383,,-16.17,-33.834,-30.121,-71.703,-87.34,-81.717,-88.455,,2,59,,=,1.31,5.883,1.2,13.151,-90.467,8,-85.033,9,18,3.653,,-2.111,-11.345,-31.829,-57.969,-82.084,-85.033,-76.648,,,,,,,,,,,,,,,,,,,,,,,,
527,22413893,15945748,C1CC2C(=O)N(C(=O)N2C1)CCCCN3CCN(CC3)C4=CC=C(C=C4)N.O.Cl,Active,59,,,=,1.29,5.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,,=,1.08,5.967,1.2,0,-106.061,8,-97.221,18,18,5.013,-4.818,,-26.021,-65.176,-89.381,-91.565,-96.119,-97.221,,2,59,,=,1.41,5.851,1.007,-2.705,-100,8,-101.502,18,18,-5.742,-20.519,,-45.68,-39.943,-58.086,-70.571,-96.425,-101.502,,2,58,,=,1.53,5.815,0.843,8.777,-100,8,-97.28,18,18,-0.239,-9.471,,-42.879,-36.545,-44.692,-62.934,-86.337,-97.28,,2,59,,=,1.16,5.936,1.2,0,-115.504,8,-109.896,9,18,3.704,-3.871,,-37.337,-62.079,-92.444,-89.257,-109.896,-108.906,
528,134215120,56588400,C[C@@H]1CNCCN1C2=CC(=C(C=C2)N3CCS(=O)(=O)CC3)C#N.Cl,Inactive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,-0.226686,-0.226686,8,-9.015,0.15,18,-9.015,-3.585,,-1.619,7.448,-2.464,1.432,0.907,5.082,,1,0,,,,,,-0.993917,-0.993917,8,16.012,0.15,18,16.012,-3.692,,-6.683,4.73,-6.658,-0.274,-8.442,-2.944,,1,0,,,,,,-2.25642,-2.25642,8,-10.044,0.15,18,-10.044,-0.343,,-0.081,-8.826,-3.484,-2.448,1.588,5.587,,1,0,,,,,,4.34095,4.34095,8,12.554,2.35,18,3.059,1.448,,-1.422,1.893,12.554,9.044,1.885,6.266,
529,49731932,16294815,CN1CCN(CC1)CCCNCC2=CN(C3=CC=CC=C32)CCC#N.C(=O)(C(=O)O)O,Active,54,,,=,4.32,5.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,,=,7.03,5.153,0.8,20,-100,8,-51.898,18,18,21.179,18.331,,3.859,-11.971,-10.763,-37.365,-47.094,-51.898,,2,57,,=,1.86,5.730,1.2,15,-76.744,8,-67.724,9,18,29.204,11.934,,-13.318,-14.289,-34.206,-59.14,-67.724,-67.509,,2,54,,=,4.08,5.389,1.2,9.105,-100,7,-76.748,9,18,14.152,1.318,,-10.051,,-12.02,-59.274,-76.748,-75.6,,,,,,,,,,,,,,,,,,,,,,,,
530,49716901,6023152,CCN1CCCC1CNC(=O)C2=CC3=C(C=C2)S/C(=C/C4=CC(=C(C=C4)OC)OC)/C(=O)N3,Active,55,,,=,3.24,5.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54,,=,4.45,5.352,1.016,12.488,-100,8,-78.154,18,18,9.768,5.717,,-1.708,-10.587,-25.637,-44.864,-63.24,-78.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,57,,=,2.02,5.695,1.09,3.72,-100,8,-94.511,18,18,-2.826,-7.077,,-15.238,-37.143,-53.247,-66.783,-82.275,-94.511,
531,85147439,44143224,CN(C)CCCNC1=CC(=C2C(=C1)C=CC=N2)O.C(=O)(C(F)(F)F)O,Active,59,,,=,1.15,5.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,57,,=,2.13,5.672,1.2,0.607,-108.706,8,-95.886,18,18,-7.552,-9.647,,-12.573,-31.618,-58.295,-84.291,-95.3,-95.886,,2,60,,=,1.08,5.967,1.2,2.977,-100.546,8,-96.933,4.6,18,-8.734,-13.264,,-25.322,-50.482,-73.4,-96.933,-93.29,-88.61,,2,63,,=,0.551,6.259,1.095,0,-96.642,8,-99.529,4.6,18,-26.12,-30.075,,-45.471,-64.17,-83.599,-99.529,-92.012,-85.648,,2,61,,=,0.846,6.073,1.2,0,-93.236,8,-92.69,4.6,18,-5.585,-17.486,,-28.228,-57.496,-81.874,-92.69,-92.613,-75.443,
532,99454723,46942916,CC(=O)NC1=CC(=CN2C1=NC=C2C3=CC(=CC=C3)OC)C4=CC(=CC=C4)C(=O)NCCN(C)C,Active,56,,,=,2.42,5.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,,=,2.97,5.527,1.008,3.982,-100,8,-90.701,18,18,-0.724,-3.366,,-17.409,-20.499,-48.149,-55.772,-70.552,-90.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,57,,=,1.87,5.728,1.2,-14.373,-94.373,8,-88.355,18,18,-20.321,-20.375,,-30.878,-42.722,-63.925,-69.157,-86.162,-88.355,
533,85273837,44246743,C1CC1CN2CC[C@]34C5C6=C(C[C@]3([C@H]2CC7=C4C(=C(C=C7)O)O5)O)C8=C(N6)C=CC(=C8)N=C(N)N.Cl,Active,51,,,=,8.43,5.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,,=,14.25,4.846,1.046,-6.109,-100,8,-60.274,18,18,-1.967,-7.722,,-14.178,-15.509,-16.665,-27.275,-40.66,-60.274,,2,52,,=,6.43,5.192,1.2,-2.127,-100,8,-79.275,18,18,-3.919,-13.164,,2.538,-8.889,-29.584,-39.432,-61.559,-79.275,,2,53,,=,4.72,5.326,1.133,0.087,-100,8,-81.397,18,18,-1.671,-4.199,,-9.105,-16.57,-31.789,-48.678,-68.282,-81.397,,2,51,,=,8.33,5.079,0.965,2.645,-100,8,-66.483,18,18,-1.796,1.402,,-4.205,-12.392,-19.796,-34.968,-50.809,-66.483,
